city,ja,population,place,dist_km,segment,km_along,seg_from,seg_to,lat,lon
Sakado,坂戸市,101679,city,44.4,tsukuba--tokyo#pacific,68.3,tsukuba,tokyo,35.9572,139.4029
Tsuyama,津山市,99937,city,32.4,himeji--okayama,60.6,himeji,okayama,35.0691,134.0043
Iida,飯田市,99350,city,57.6,matsumoto--kofu#highland,53.5,matsumoto,kofu,35.5147,137.822
Itoshima,糸島市,98877,city,71.2,moji--nakatsu,13.5,moji,nakatsu,33.5572,130.1962
Saku,佐久市,98652,city,39.1,matsumoto--kofu#highland,29.4,matsumoto,kofu,36.2488,138.4768
Chitose,千歳市,97950,city,50.2,atsuta--otaru,42.9,atsuta,otaru,42.8209,141.651
Kani,可児市,97442,city,32.7,toyohashi--nagoya#pacific,75.6,toyohashi,nagoya,35.4261,137.0613
Kanuma,鹿沼市,97145,city,61.4,mito--tsukuba#pacific,26.5,mito,tsukuba,36.5682,139.7458
Munakata,宗像市,97095,city,32.7,moji--nakatsu,12.4,moji,nakatsu,33.8056,130.5407
Kamisu,神栖市,95454,city,48.1,mito--tsukuba#pacific,40.3,mito,tsukuba,35.8898,140.6641
Yotsukaido,四街道市,93576,city,27.5,tsukuba--tokyo#pacific,53.7,tsukuba,tokyo,35.6697,140.1679
Hanamaki,花巻市,93193,city,56.3,kamaishi--kesennuma#pacific,75.0,kamaishi,kesennuma,39.3884,141.117
Kitakami,北上市,93045,city,48.3,kesennuma--sendai#pacific,22.0,kesennuma,sendai,39.2867,141.1135
Satsumasendai,薩摩川内市,92403,city,68.1,kanoya--nejime,6.3,kanoya,nejime,31.8134,130.304
Higashimatsuyama,東松山市,92125,city,48.7,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.0422,139.3998
Takayama,高山市,91890,city,63.1,nagano--matsumoto#highland,70.6,nagano,matsumoto,36.1396,137.251
Seki,関市,90794,city,36.5,toyohashi--nagoya#pacific,75.6,toyohashi,nagoya,35.4958,136.9181
Koka,甲賀市,90458,city,27.6,tsuruga--otsu,99.0,tsuruga,otsu,34.9662,136.1669
Mobara,茂原市,88824,city,51.6,tsukuba--tokyo#pacific,53.7,tsukuba,tokyo,35.4285,140.2881
Yokote,横手市,85555,city,43.7,akita--nikaho,34.1,akita,nikaho,39.3138,140.5667
Higashiyamato,東大和市,84876,city,29.5,tokyo--kamakura#pacific,9.7,tokyo,kamakura,35.7409,139.4288
Kimitsu,君津市,84221,city,27.3,tokyo--kamakura#pacific,35.5,tokyo,kamakura,35.3302,139.9026
Nikko,日光市,83386,city,75.4,mito--tsukuba#pacific,22.7,mito,tsukuba,36.7198,139.6981
Shikokuchuo,四国中央市,82754,city,47.6,onomichi--imabari,41.5,onomichi,imabari,33.9807,133.5499
Iga,伊賀市,82639,city,33.4,nagoya--ise#pacific,78.4,nagoya,ise,34.7498,136.1423
Muroran,室蘭市,82383,city,42.7,yakumo--hakodate,35.5,yakumo,hakodate,42.3152,140.9741
Nabari,名張市,81469,city,36.0,nagoya--ise#pacific,90.6,nagoya,ise,34.6279,136.1087
Yonezawa,米沢市,81252,city,41.0,sendai--yamagata#crossover,73.7,sendai,yamagata,37.9218,140.1162
Akiruno,あきる野市,80787,city,40.2,tokyo--kamakura#pacific,10.2,tokyo,kamakura,35.7289,139.2942
Nakatsugawa,中津川市,80573,city,65.0,toyohashi--nagoya#pacific,71.6,toyohashi,nagoya,35.4876,137.5005
Gyoda,行田市,80562,city,49.9,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.1386,139.4559
Hanno,飯能市,80361,city,43.6,tokyo--kamakura#pacific,0.8,tokyo,kamakura,35.8557,139.3276
Moka,真岡市,79548,city,33.8,mito--tsukuba#pacific,26.5,mito,tsukuba,36.4408,140.0125
Iwamizawa,岩見沢市,79306,city,31.8,atsuta--otaru,10.3,atsuta,otaru,43.1961,141.7754
Honjo,本庄市,77881,city,76.0,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.2436,139.1916
Daisen,大仙市,77657,city,32.6,akita--nikaho,34.1,akita,nikaho,39.453,140.4758
Shibukawa,渋川市,76552,city,52.3,yuzawa--nagano#highland,0.0,yuzawa,nagano,36.4903,138.9988
Aira,姶良市,76348,city,44.0,kanoya--nejime,0.0,kanoya,nejime,31.7283,130.6277
Tatebayashi,館林市,76102,city,52.8,tsukuba--tokyo#pacific,10.4,tsukuba,tokyo,36.2454,139.5422
Sukagawa,須賀川市,74992,city,53.1,iwaki--mito#pacific,0.3,iwaki,mito,37.2868,140.3729
Okegawa,桶川市,74748,city,34.0,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.0029,139.5583
Tosu,鳥栖市,74196,city,56.2,moji--nakatsu,33.1,moji,nakatsu,33.3779,130.5062
Kunitachi,国立市,73934,city,26.5,tokyo--kamakura#pacific,10.2,tokyo,kamakura,35.682,139.4362
Dazaifu,太宰府市,73164,city,46.4,moji--nakatsu,33.1,moji,nakatsu,33.5129,130.5242
Katori,香取市,72356,city,36.7,mito--tsukuba#pacific,40.3,mito,tsukuba,35.8978,140.4993
Ohtawara,大田原市,72087,city,63.6,iwaki--mito#pacific,49.4,iwaki,mito,36.871,140.0154
Musashimurayama,武蔵村山市,71419,city,33.7,tokyo--kamakura#pacific,9.7,tokyo,kamakura,35.7565,139.3856
Eniwa,恵庭市,70331,city,40.7,atsuta--otaru,42.9,atsuta,otaru,42.8827,141.5776
Tsurugashima,鶴ヶ島市,70255,city,43.5,tsukuba--tokyo#pacific,68.3,tsukuba,tokyo,35.9347,139.393
Anan,阿南市,69470,city,43.3,shirahama--wakayama#pacific,51.5,shirahama,wakayama,33.922,134.6597
Odate,大館市,69237,city,46.9,fukaura--noshiro,46.4,fukaura,noshiro,40.2717,140.5652
Tenri,天理市,67899,city,29.2,otsu--osaka,37.6,otsu,osaka,34.5966,135.8374
Yachimata,八街市,67455,city,38.2,tsukuba--tokyo#pacific,28.3,tsukuba,tokyo,35.6659,140.3179
Fukutsu,福津市,67033,city,37.9,moji--nakatsu,12.4,moji,nakatsu,33.7668,130.4913
Kashima,鹿嶋市,66950,city,41.6,mito--tsukuba#pacific,34.3,mito,tsukuba,35.9661,140.645
Kitamoto,北本市,65201,city,37.4,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.027,139.5312
Fujioka,藤岡市,64679,city,78.3,matsumoto--kofu#highland,73.2,matsumoto,kofu,36.2586,139.0745
Yanagawa,柳川市,64475,city,78.8,moji--nakatsu,37.7,moji,nakatsu,33.1631,130.4058
Mitoyo,三豊市,64129,city,46.7,okayama--fukuyama,30.7,okayama,fukuyama,34.1987,133.7179
Asahi,旭市,63745,city,60.4,mito--tsukuba#pacific,41.0,mito,tsukuba,35.7197,140.6466
Hashimoto,橋本市,63621,city,26.5,wakayama--osaka#pacific,42.9,wakayama,osaka,34.3258,135.619
Chichibu,秩父市,63555,city,57.7,kofu--fujinomiya#highland,13.9,kofu,fujinomiya,35.9915,139.0858
Tamba,丹波市,63247,city,32.2,miyazu--tottori#sanin,34.8,miyazu,tottori,35.1772,135.0364
Hita,日田市,62657,city,35.6,moji--nakatsu,48.5,moji,nakatsu,33.3212,130.9411
Choshi,銚子市,61891,city,70.4,mito--tsukuba#pacific,40.3,mito,tsukuba,35.7345,140.8273
Koshi,合志市,61772,city,75.7,saiki--nobeoka#shikoku-south,53.5,saiki,nobeoka,32.886,130.7897
Sodegaura,袖ケ浦市,61639,city,26.0,tokyo--kamakura#pacific,23.4,tokyo,kamakura,35.4297,139.9545
Hasuda,蓮田市,61499,city,25.3,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,35.9941,139.6633
Yame,八女市,60608,city,65.7,moji--nakatsu,37.7,moji,nakatsu,33.2117,130.558
Sakurai,桜井市,59988,city,33.3,wakayama--osaka#pacific,63.1,wakayama,osaka,34.5186,135.8435
Toki,土岐市,59630,city,33.3,toyohashi--nagoya#pacific,71.6,toyohashi,nagoya,35.3525,137.1826
Shirakawa,白河市,59491,city,57.9,iwaki--mito#pacific,25.1,iwaki,mito,37.1263,140.2107
Shimotsuke,下野市,59431,city,40.8,mito--tsukuba#pacific,49.5,mito,tsukuba,36.3943,139.8516
Ogori,小郡市,59360,city,51.4,moji--nakatsu,37.7,moji,nakatsu,33.3964,130.5554
Koga,古賀市,58786,city,41.0,moji--nakatsu,12.4,moji,nakatsu,33.7286,130.4702
Fussa,福生市,58444,city,37.8,tokyo--kamakura#pacific,10.2,tokyo,kamakura,35.7387,139.3268
Date,伊達市,58240,city,32.0,sendai--soma#pacific,55.0,sendai,soma,37.8191,140.5625
Toogane,東金市,58219,city,48.7,tsukuba--tokyo#pacific,53.7,tsukuba,tokyo,35.56,140.3663
Kitahiroshima,北広島市,58171,city,32.1,atsuta--otaru,38.8,atsuta,otaru,42.9854,141.563
Kan-onji,観音寺市,57438,city,49.8,fukuyama--onomichi,0.0,fukuyama,onomichi,34.1285,133.6629
Sado,佐渡市,57255,city,58.9,niigata--nagaoka#highland,6.6,niigata,nagaoka,38.0183,138.3684
Annaka,安中市,57097,city,67.6,yuzawa--nagano#highland,100.0,yuzawa,nagano,36.3256,138.8896
Hidaka,日高市,56224,city,45.7,tokyo--kamakura#pacific,0.8,tokyo,kamakura,35.9078,139.339
Takizawa,滝沢市,55579,city,70.2,kuji--miyako#pacific,47.7,kuji,miyako,39.7348,141.0771
Hamura,羽村市,55434,city,40.5,tokyo--kamakura#pacific,10.2,tokyo,kamakura,35.7648,139.3079
Minokamo,美濃加茂市,55302,city,32.4,toyohashi--nagoya#pacific,75.6,toyohashi,nagoya,35.4407,137.0155
Hanyu,羽生市,54874,city,46.3,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.1724,139.5485
Naruto,鳴門市,54622,city,46.2,shirahama--wakayama#pacific,84.7,shirahama,wakayama,34.1726,134.6084
Mutsu,むつ市,54103,city,56.3,aomori--hachinohe#pacific,38.8,aomori,hachinohe,41.2928,141.1831
Nihonmatsu,二本松市,53557,city,50.3,soma--iwaki#pacific,0.7,soma,iwaki,37.585,140.4314
Mizuho,瑞穂市,52692,city,26.7,nagoya--ise#pacific,16.3,nagoya,ise,35.392,136.6911
Shiraoka,白岡市,52214,city,26.0,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.0186,139.6771
Yuki,結城市,51332,city,32.1,mito--tsukuba#pacific,50.8,mito,tsukuba,36.3053,139.8771
Miyoshi,三次市,50681,city,44.8,onomichi--kure#mainland,37.1,onomichi,kure,34.8102,132.8517
Midori,みどり市,50680,city,73.6,yuzawa--nagano#highland,0.0,yuzawa,nagano,36.3948,139.2811
Asakura,朝倉市,50273,city,41.8,moji--nakatsu,37.7,moji,nakatsu,33.4234,130.6657
Satte,幸手市,50066,city,28.2,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.0779,139.7254
Nakagawa,那珂川市,50004,city,55.4,moji--nakatsu,33.1,moji,nakatsu,33.4994,130.4216
Tomisato,富里市,49636,city,36.0,tsukuba--tokyo#pacific,28.3,tsukuba,tokyo,35.7269,140.3431
Yamaga,山鹿市,49025,city,75.8,moji--nakatsu,48.5,moji,nakatsu,33.0177,130.6912
Chikugo,筑後市,48827,city,68.9,moji--nakatsu,37.7,moji,nakatsu,33.2124,130.5018
Sanuki,さぬき市,48816,city,42.8,himeji--okayama,79.4,himeji,okayama,34.325,134.172
Tomioka,富岡市,48799,city,66.0,matsumoto--kofu#highland,66.3,matsumoto,kofu,36.2598,138.89
Sanmu,山武市,48444,city,49.3,tsukuba--tokyo#pacific,28.3,tsukuba,tokyo,35.6029,140.4134
Oamishirasato,大網白里市,48129,city,47.3,tsukuba--tokyo#pacific,53.7,tsukuba,tokyo,35.5216,140.3209
Numata,沼田市,47787,city,38.6,yuzawa--nagano#highland,0.0,yuzawa,nagano,36.6441,139.0429
Ena,恵那市,47774,city,56.1,toyohashi--nagoya#pacific,71.6,toyohashi,nagoya,35.4493,137.4127
Maniwa,真庭市,47765,city,44.7,okayama--fukuyama,11.8,okayama,fukuyama,35.0757,133.7532
Hioki,日置市,47153,city,47.7,kanoya--nejime,6.3,kanoya,nejime,31.6337,130.4024
Nankoku,南国市,46664,city,79.3,onomichi--imabari,57.6,onomichi,imabari,33.5755,133.6413
Tateyama,館山市,46471,city,45.8,kamakura--odawara#pacific,3.1,kamakura,odawara,34.9965,139.87
Kikuchi,菊池市,46416,city,69.9,beppu--usuki,2.5,beppu,usuki,32.9798,130.8132
Noboribetsu,登別市,46391,city,58.6,kutchan--suttsu,12.9,kutchan,suttsu,42.4128,141.1065
Minamiawaji,南あわじ市,45779,city,32.8,wakayama--osaka#pacific,8.2,wakayama,osaka,34.2946,134.7798
Kasuya,粕屋町,45360,town,46.1,moji--nakatsu,13.5,moji,nakatsu,33.6108,130.4804
Shime,志免町,45256,town,46.9,moji--nakatsu,33.1,moji,nakatsu,33.5914,130.4798
Sakura,さくら市,44901,city,55.7,mito--tsukuba#pacific,15.6,mito,tsukuba,36.6853,139.9669
Kitakata,喜多方市,44760,city,61.5,murakami--niigata,23.0,murakami,niigata,37.6508,139.8749
Futtsu,富津市,44449,city,25.4,tokyo--kamakura#pacific,36.6,tokyo,kamakura,35.3039,139.857
Ina,伊奈町,44442,town,28.7,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.0001,139.6241
Kobayashi,小林市,43670,city,39.1,miyazaki--nichinan,17.3,miyazaki,nichinan,31.9967,130.9731
Gujo,郡上市,43504,city,64.8,toyohashi--nagoya#pacific,75.6,toyohashi,nagoya,35.7484,136.9643
Yuzawa,湯沢市,42091,city,46.2,akita--nikaho,48.2,akita,nikaho,39.1643,140.4957
Komoro,小諸市,41693,city,33.4,nagano--matsumoto#highland,26.2,nagano,matsumoto,36.3273,138.426
Oizumi,大泉町,41202,town,61.3,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.2477,139.4054
Kikuyo,菊陽町,40984,town,71.8,saiki--nobeoka#shikoku-south,53.5,saiki,nobeoka,32.8626,130.8284
Tamba-Sasayama,丹波篠山市,40708,city,38.5,osaka--kobe,18.9,osaka,kobe,35.0758,135.2193
Mizunami,瑞浪市,40030,city,38.9,toyohashi--nagoya#pacific,71.6,toyohashi,nagoya,35.362,137.2542
Mibu,壬生町,39951,town,46.3,mito--tsukuba#pacific,49.5,mito,tsukuba,36.4274,139.8047
Takikawa,滝川市,39490,city,41.2,mashike--atsuta,79.5,mashike,atsuta,43.5578,141.9104
Yoshinogawa,吉野川市,38772,city,67.9,shirahama--wakayama#pacific,83.6,shirahama,wakayama,34.0663,134.3585
Miyoshi,三芳町,38456,town,26.7,tsukuba--tokyo#pacific,68.3,tsukuba,tokyo,35.8281,139.5265
Umi,宇美町,37927,town,45.1,moji--nakatsu,33.1,moji,nakatsu,33.5677,130.5111
Minamiboso,南房総市,37765,city,40.3,kamakura--odawara#pacific,3.1,kamakura,odawara,35.0387,139.8371
Isumi,いすみ市,37442,city,69.3,tokyo--kamakura#pacific,23.4,tokyo,kamakura,35.2539,140.3849
Nishiwaki,西脇市,37297,city,31.6,kobe--himeji,50.5,kobe,himeji,35.0126,134.9963
Moroyama,毛呂山町,37275,town,49.5,tsukuba--tokyo#pacific,68.3,tsukuba,tokyo,35.9416,139.316
Tamamura,玉村町,36654,town,75.3,yuzawa--nagano#highland,0.0,yuzawa,nagano,36.3044,139.115
Komatsushima,小松島市,36149,city,47.9,shirahama--wakayama#pacific,83.3,shirahama,wakayama,34.0044,134.5907
Miyama,みやま市,35861,city,75.5,moji--nakatsu,37.7,moji,nakatsu,33.1524,130.4746
Kama,嘉麻市,35473,city,29.0,moji--nakatsu,33.1,moji,nakatsu,33.5632,130.7118
Tamura,田村市,35169,city,37.9,soma--iwaki#pacific,53.6,soma,iwaki,37.4406,140.5765
Sosa,匝瑳市,35040,city,54.4,tsukuba--tokyo#pacific,24.0,tsukuba,tokyo,35.7079,140.5645
Motosu,本巣市,34970,city,36.9,nagoya--ise#pacific,16.3,nagoya,ise,35.483,136.6781
Awa,阿波市,34713,city,70.1,himeji--okayama,79.4,himeji,okayama,34.1021,134.2976
Aizumi,藍住町,34626,town,56.1,shirahama--wakayama#pacific,83.6,shirahama,wakayama,34.1272,134.4915
Shinjo,新庄市,34432,city,30.9,yamagata--tsuruoka#crossover,77.2,yamagata,tsuruoka,38.7649,140.3021
Ono,大野市,34256,city,25.4,fukui--tsuruga,3.8,fukui,tsuruga,35.9797,136.4874
Yorii,寄居町,34081,town,69.1,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.1183,139.1928
Gojo,五條市,34054,city,30.4,wakayama--osaka#pacific,50.0,wakayama,osaka,34.3519,135.6936
Kamogawa,鴨川市,33932,city,54.2,tokyo--kamakura#pacific,57.3,tokyo,kamakura,35.1141,140.0987
Namegata,行方市,33914,city,28.8,mito--tsukuba#pacific,40.3,mito,tsukuba,35.9902,140.4889
Uda,宇陀市,33844,city,41.9,otsu--osaka,36.5,otsu,osaka,34.5282,135.9527
Shobara,庄原市,33633,city,47.7,okayama--fukuyama,58.5,okayama,fukuyama,34.8578,133.0167
Mashiki,益城町,33611,town,72.1,saiki--nobeoka#shikoku-south,53.5,saiki,nobeoka,32.7916,130.8164
Ozu,大津町,33452,town,68.6,saiki--nobeoka#shikoku-south,53.5,saiki,nobeoka,32.878,130.8686
Mizuho,瑞穂町,33194,town,38.3,tokyo--kamakura#pacific,9.7,tokyo,kamakura,35.7841,139.3457
Minamikyushu,南九州市,33080,city,32.4,kanoya--nejime,7.4,kanoya,nejime,31.3783,130.4417
Okawa,大川市,32988,city,76.8,moji--nakatsu,37.7,moji,nakatsu,33.2062,130.3836
Tawaramoto,田原本町,32893,town,27.9,wakayama--osaka#pacific,65.3,wakayama,osaka,34.5567,135.7946
Minamisatsuma,南さつま市,32887,city,43.6,kanoya--nejime,7.4,kanoya,nejime,31.4166,130.3233
Date,伊達市,32826,city,40.0,suttsu--oshamambe,33.9,suttsu,oshamambe,42.472,140.8647
Yaita,矢板市,32651,city,68.4,iwaki--mito#pacific,91.7,iwaki,mito,36.8067,139.9236
Shiwa,紫波町,32614,town,66.0,kamaishi--kesennuma#pacific,33.9,kamaishi,kesennuma,39.5545,141.1556
Nantan,南丹市,32540,city,31.5,otsu--osaka,23.7,otsu,osaka,35.1073,135.4707
Zentsuji,善通寺市,32451,city,45.0,okayama--fukuyama,28.2,okayama,fukuyama,34.2272,133.7872
Gero,下呂市,32399,city,74.7,matsumoto--kofu#highland,11.3,matsumoto,kofu,35.8064,137.2433
Komagane,駒ヶ根市,32321,city,33.6,matsumoto--kofu#highland,53.5,matsumoto,kofu,35.7297,137.9389
Okagaki,岡垣町,31580,town,25.7,moji--nakatsu,10.8,moji,nakatsu,33.8535,130.6117
Sasaguri,篠栗町,31210,town,41.9,moji--nakatsu,13.5,moji,nakatsu,33.6239,130.5262
Ogawa,小川町,31178,town,60.7,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.0572,139.2628
Hitoyoshi,人吉市,31108,city,64.2,nobeoka--miyazaki,71.7,nobeoka,miyazaki,32.2057,130.7601
Kaminokawa,上三川町,31046,town,41.1,mito--tsukuba#pacific,26.5,mito,tsukuba,36.4391,139.9106
Kanzaki,神埼市,31022,city,70.2,moji--nakatsu,33.1,moji,nakatsu,33.3116,130.3719
Niimi,新見市,30658,city,41.1,okayama--fukuyama,34.6,okayama,fukuyama,34.9776,133.4704
Kamisato,上里町,30565,town,80.0,tsukuba--tokyo#pacific,40.4,tsukuba,tokyo,36.2516,139.1453
Nanyo,南陽市,30420,city,26.9,sendai--yamagata#crossover,73.8,sendai,yamagata,38.0551,140.1481
Shingū,新宮町,30344,town,43.5,moji--nakatsu,12.4,moji,nakatsu,33.7153,130.4465
Motomiya,本宮市,30236,city,55.4,soma--iwaki#pacific,53.5,soma,iwaki,37.5131,140.394
Kitaakita,北秋田市,30198,city,29.5,noshiro--akita,9.6,noshiro,akita,40.2259,140.3709
Higashi-Kagawa,東かがわ市,30046,city,58.9,himeji--okayama,77.0,himeji,okayama,34.2437,134.3587
